Date,PunchCode,WorkType,Hours,NoOfMan,SystemHours,Quantity,ResourceKPI,SystemKPI
2020-06-17,209,209,58.46,7.3075,54.531666,15463.0,264.505644,283.560014
2020-06-22,211,211,39.69,4.96125,17.758333,2730.0,68.783068,153.730645
2020-06-22,214,214,49.77,6.22125,27.273611,30721.0,617.259393,1126.400167
2020-06-23,211,211,113.12,14.14,30.443611,5942.0,52.528288,195.180525
2020-06-23,214,214,74.8,9.35,48.234722,60864.0,813.689839,1261.8296
2020-06-24,209,209,55.7,6.9625,54.215555,11922.0,214.039497,219.899989
2020-06-24,215,215,45.61,5.70125,39.495,14671.0,321.661916,371.464742
2020-06-25,209,209,32.06,4.0075,34.032222,8904.0,277.729257,261.6344
2020-06-26,213,213,31.63,3.95375,4.48,126.0,2.8454,20.089286
2020-06-29,215,215,38.8,4.85,50.55,13812.0,355.979381,273.234421
2020-07-01,211,211,122.04,15.255,36.850277,14455.0,118.444772,392.262994
2020-07-01,214,214,48.9,6.1125,34.275555,36339.0,743.128834,1060.201651
2020-07-02,209,209,39.61,4.95125,45.823888,10499.0,265.059328,229.116307
2020-07-06,211,211,48.22,6.0275,10.000833,3072.0,63.708004,307.174412
2020-07-06,214,214,48.95,6.11875,30.888888,33438.0,683.105209,1082.525211
2020-07-07,213,213,51.15,6.39375,1.894444,127.0,1.70088,45.923764
2020-07-08,209,209,81.76,10.22,61.101944,18209.0,222.712818,298.010158
2020-07-08,215,215,36.71,4.58875,30.517222,9249.0,251.947698,303.074768
2020-07-09,211,211,131.48,16.435,53.363611,36080.0,274.414359,676.116164
2020-07-09,214,214,49.06,6.1325,26.168333,31764.0,647.452099,1213.833529
2020-07-10,211,211,80.81,10.10125,16.985833,6714.0,83.083776,395.270576
2020-07-10,214,214,27.13,3.39125,11.326944,11121.0,409.915223,981.81822
2020-07-13,215,215,47.77,5.97125,41.663333,11918.0,249.487125,286.054886
2020-07-14,214,214,28.82,3.6025,19.328055,26472.0,918.528799,1369.615307
2020-07-15,213,213,16.85,2.10625,1.901111,48.0,2.433234,21.566337
2020-07-16,215,215,44.84,5.605,34.844166,11380.0,253.791257,326.596997
2020-07-17,211,211,59.81,7.47625,9.321388,3969.0,66.36014,425.794956
2020-07-17,214,214,22.24,2.78,12.103333,11623.0,522.616906,960.313989
2020-07-20,209,209,77.94,9.7425,48.266111,18757.0,240.659481,388.616352
2020-07-20,215,215,55.58,6.9475,43.022777,14545.0,261.694854,338.076735
2020-07-21,213,213,37.88,4.735,3.226388,147.0,1.583949,18.596647
2020-07-22,215,215,25.59,3.19875,21.825833,8982.0,350.996483,411.530684
2020-07-23,209,209,52.03,6.50375,37.831388,12497.0,240.188352,330.334165
2020-07-24,215,215,19.92,2.49,10.723611,3970.0,199.297188,370.211116
2020-07-27,209,209,57.8,7.225,49.022222,14905.0,257.871972,304.045785
2020-07-27,215,215,45.36,5.67,36.088888,12344.0,272.134038,342.044343
2020-07-28,211,211,61.35,7.66875,28.329166,7088.0,115.533822,250.201506
2020-07-28,214,214,55.84,6.98,35.519444,57699.0,1033.291547,1624.434211
2020-07-29,213,213,14.77,1.84625,0.216111,43.0,2.437373,166.581063
2020-05-12,214,214,31.52,3.94,15.623055,15895.0,504.282994,1017.406646
2020-05-13,213,213,21.48,2.685,3.669722,369.0,12.430168,72.757555
2020-05-14,209,209,28.42,3.5525,21.6925,10146.0,357.002111,467.719257
2020-05-15,215,215,26.32,3.29,20.233055,10769.0,409.156534,532.247848
2020-05-17,215,215,3.6,0.45,3.090833,2471.0,686.388888,799.460857
2020-05-18,215,215,69.16,8.645,55.695277,33925.0,490.529207,609.118076
2020-05-19,211,211,67.6,8.45,13.654444,7537.0,111.494082,551.981464
2020-05-19,214,214,32.2,4.025,20.019444,19291.0,599.099378,963.613175
2020-05-20,213,213,21.74,2.7175,1.957222,167.0,8.877645,98.609151
2020-05-21,215,215,4.0,0.5,5.802222,2125.0,531.25,366.239002
2020-05-22,215,215,39.59,4.94875,34.843611,15481.0,391.033089,444.29953
2020-05-25,209,209,34.07,4.25875,0.023611,0.0,0.0,0.0
2020-05-26,211,211,63.58,7.9475,10.373055,6592.0,103.680402,635.492629
2020-05-26,214,214,36.95,4.61875,24.471388,37092.0,1003.843031,1515.729308
2020-05-27,213,213,29.55,3.69375,0.578055,209.0,7.783418,397.886014
2020-05-28,213,213,22.41,2.80125,1.426944,302.0,11.914324,187.113159
2020-05-29,209,209,64.95,8.11875,34.037222,22172.0,341.370284,651.404512
2020-05-29,215,215,42.69,5.33625,38.5625,15031.0,352.096509,389.78282
2020-06-01,215,215,63.3,7.9125,46.970277,21122.0,333.680884,449.68864
2020-06-02,209,209,77.43,9.67875,82.7975,28994.0,374.454345,350.179655
2020-06-03,213,213,19.51,2.43875,0.690833,372.0,9.226038,260.555011
2020-06-04,214,214,45.26,5.6575,31.035555,31176.0,688.82015,1004.525293
2020-06-05,211,211,60.31,7.53875,16.987222,6386.0,105.886254,375.929625
2020-06-05,214,214,24.44,3.055,11.562777,13285.0,543.576104,1148.945447
2020-06-08,213,213,23.97,2.99625,1.577777,235.0,8.594076,130.563445
2020-06-10,215,215,41.34,5.1675,30.750277,13461.0,325.616835,437.752154
2020-06-11,213,213,20.07,2.50875,3.190833,585.0,8.1714,51.397237
2020-06-12,214,214,29.15,3.64375,17.669166,24251.0,831.93825,1372.503942
2020-06-15,209,209,40.04,5.005,49.728333,13837.0,345.57942,278.251836
2020-06-15,215,215,58.57,7.32125,41.839444,15567.0,265.784531,372.065173
2020-06-16,213,213,51.33,6.41625,1.494722,282.0,4.247029,145.846519
2020-06-17,213,213,65.17,8.14625,3.806111,310.0,2.562529,43.876808
2020-06-18,211,211,76.19,9.52375,25.979444,3939.0,51.699698,151.619873
2020-06-18,214,214,59.71,7.46375,42.694444,29906.0,500.854128,700.465849
2020-06-22,215,215,92.7,11.5875,76.0775,26571.0,286.634304,349.262265
2020-06-23,215,215,51.42,6.4275,61.074444,15335.0,298.23026,251.087017
2020-06-24,213,213,64.86,8.1075,2.916388,87.0,0.909652,20.230504
2020-06-25,213,213,60.02,7.5025,3.051944,255.0,2.832389,55.702202
2020-06-26,211,211,67.05,8.38125,23.388611,3765.0,56.152125,160.975784
2020-06-26,214,214,38.86,4.8575,24.646666,22420.0,576.942871,909.656502
2020-06-29,209,209,30.79,3.84875,59.606666,17146.0,556.869113,287.652391
2020-06-30,211,211,148.4,18.55,60.2075,23403.0,157.702156,388.705726
2020-06-30,214,214,56.28,7.035,40.913333,41423.0,736.016346,1012.457234
2020-07-01,209,209,75.7,9.4625,59.176944,13281.0,175.442536,224.428622
2020-07-01,215,215,52.39,6.54875,33.091944,10952.0,209.047528,330.956682
2020-07-02,213,213,28.65,3.58125,1.634722,140.0,2.268761,39.762112
2020-07-03,211,211,73.9,9.2375,35.243611,5018.0,67.902571,142.380416
2020-07-03,214,214,50.27,6.28375,24.719166,25960.0,516.411378,1050.197243
2020-07-06,215,215,53.35,6.66875,50.964444,14897.0,279.23149,292.301825
2020-07-07,214,214,62.69,7.83625,43.260555,48322.0,770.808741,1116.999076
2020-07-08,213,213,58.62,7.3275,4.211111,99.0,1.074719,14.960423
2020-07-09,215,215,36.92,4.615,26.318611,8162.0,221.072589,310.122749
2020-07-10,215,215,27.89,3.48625,21.422222,6825.0,244.711366,318.594401
2020-07-13,209,209,44.73,5.59125,49.558055,14425.0,322.490498,291.072763
2020-07-14,211,211,81.26,10.1575,29.329444,12884.0,158.552793,439.285517
2020-07-16,209,209,38.42,4.8025,34.886388,10727.0,279.203539,307.483824
2020-07-16,213,213,22.43,2.80375,0.139444,33.0,1.382078,222.311466
2020-07-17,215,215,14.41,1.80125,11.003333,2596.0,180.152671,235.928513
2020-07-20,213,213,19.33,2.41625,1.297777,620.0,16.968443,252.739877
2020-07-21,211,211,41.98,5.2475,13.643055,3847.0,91.638875,281.974968
2020-07-21,214,214,45.65,5.70625,31.954444,27271.0,597.393209,853.433719
2020-07-22,209,209,71.0,8.875,42.766111,17592.0,247.774647,411.353746
2020-07-23,213,213,23.4,2.925,0.164166,52.0,1.581197,225.381626
2020-07-24,209,209,44.26,5.5325,29.5775,9237.0,208.698599,312.298199
2020-07-27,213,213,15.32,1.915,0.320277,112.0,4.177546,199.827025
2020-07-28,215,215,26.39,3.29875,23.740277,7674.0,290.791966,323.248123
2020-07-29,211,211,71.08,8.885,22.263055,5036.0,70.849746,226.204355
2020-07-29,214,214,36.16,4.52,24.935555,41438.0,1145.962389,1661.803797
2020-07-30,215,215,45.57,5.69625,37.107777,10680.0,234.364713,287.810288
2020-07-31,213,213,14.73,1.84125,2.205833,158.0,4.344874,29.013982
2020-08-03,211,211,76.57,9.57125,32.237222,5277.0,68.91733,163.692764
2020-08-03,214,214,48.93,6.11625,26.5425,46905.0,958.614347,1767.165866
2020-04-29,213,213,24.61,3.07625,1.901388,301.0,8.898822,115.179017
2020-04-30,211,211,55.78,6.9725,15.385833,5161.0,92.524202,335.438451
2020-04-30,214,214,39.75,4.96875,23.4075,88514.0,2226.767295,3781.437573
2020-05-04,215,215,69.74,8.7175,54.709722,27981.0,401.218812,511.444748
2020-05-05,211,211,73.98,9.2475,14.239722,4012.0,54.230873,281.747073
2020-05-05,214,214,34.25,4.28125,17.516111,32934.0,961.576642,1880.21188
2020-05-06,213,213,16.19,2.02375,4.364444,368.0,16.306362,60.488805
2020-05-07,215,215,27.17,3.39625,20.363611,11832.0,435.480309,581.036437
2020-05-08,211,211,64.24,8.03,11.207222,5075.0,79.000622,452.833003
2020-05-08,215,215,33.62,4.2025,27.963055,16864.0,501.606186,603.081458
2020-05-11,215,215,63.16,7.895,46.170833,27150.0,429.860671,588.033575
2020-05-12,211,211,56.56,7.07,11.227222,4747.0,83.928571,422.811626
2020-05-14,213,213,24.28,3.035,5.614444,448.0,14.085667,60.914313
2020-05-15,209,209,47.57,5.94625,25.175555,17121.0,359.911709,680.064451
2020-05-19,215,215,43.62,5.4525,25.537777,16445.0,377.00596,643.947983
2020-05-20,211,211,57.1,7.1375,18.504166,5277.0,92.416812,285.179024
2020-05-20,214,214,30.45,3.80625,23.581388,34569.0,1135.270935,1465.944243
2020-05-22,209,209,30.34,3.7925,38.921666,18415.0,606.954515,473.129798
2020-05-25,213,213,16.07,2.00875,2.454166,129.0,11.947729,78.234317
2020-05-26,215,215,21.61,2.70125,12.195555,9493.0,439.287366,778.398359
2020-05-27,211,211,50.16,6.27,6.694166,3906.0,77.870813,583.493149
2020-05-27,214,214,30.48,3.81,18.275277,36663.0,1202.85433,2006.152902
2020-05-29,213,213,10.22,1.2775,0.726666,250.0,18.199609,255.963538
2020-06-02,213,213,16.25,2.03125,3.918333,200.0,13.415385,55.635904
2020-06-03,214,214,27.94,3.4925,13.225555,35185.0,1259.305654,2660.379847
2020-06-04,211,211,58.12,7.265,13.784722,4916.0,84.58362,356.626706
2020-06-05,215,215,41.42,5.1775,30.209722,19107.0,461.298889,632.478511
2020-06-08,211,211,82.94,10.3675,32.607222,6206.0,74.825174,190.325934
2020-06-08,214,214,32.31,4.03875,18.688888,17631.0,545.682451,943.394813
2020-06-09,211,211,56.32,7.04,12.673055,4960.0,88.068181,391.381557
2020-06-09,214,214,55.98,6.9975,39.603055,40645.0,726.062879,1026.309712
2020-06-10,209,209,63.03,7.87875,53.524722,20253.0,321.323179,378.385898
2020-06-12,211,211,69.89,8.73625,15.8775,5432.0,77.722134,342.119351
2020-06-15,213,213,28.98,3.6225,1.314444,258.0,5.969634,131.614584
2020-06-16,211,211,61.69,7.71125,23.535833,5627.0,91.214135,239.082253
2020-06-16,214,214,53.29,6.66125,35.095,28809.0,540.607993,820.886166
2020-06-17,211,211,90.34,11.2925,50.6,5466.0,60.504759,108.023715
2020-06-17,214,214,70.8,8.85,47.025,56545.0,798.658192,1202.445507
2020-06-18,209,209,45.43,5.67875,40.706388,14725.0,324.125027,361.736835
2020-06-18,215,215,38.21,4.77625,27.776666,12395.0,324.39152,446.23786
2020-06-22,209,209,28.6,3.575,54.101944,17590.0,615.034965,325.126949
2020-06-23,209,209,72.51,9.06375,58.161111,10814.0,149.138049,185.931798
2020-06-23,213,213,75.63,9.45375,2.384722,879.0,3.649345,115.736761
2020-06-25,211,211,77.59,9.69875,33.186111,5246.0,67.611805,158.078179
2020-06-25,214,214,57.56,7.195,29.071388,39565.0,687.369701,1360.96013
2020-06-26,215,215,36.39,4.54875,33.451944,10694.0,293.871942,319.682467
2020-06-29,213,213,39.87,4.98375,0.975277,162.0,3.386005,138.422212
2020-06-30,209,209,52.46,6.5575,65.048333,16995.0,323.961113,261.267264
2020-06-30,215,215,50.68,6.335,40.411944,12429.0,245.244672,307.557587
2020-07-01,213,213,67.17,8.39625,5.746666,734.0,3.528361,41.241304
2020-07-02,211,211,99.83,12.47875,20.406111,3962.0,39.687468,194.157524
2020-07-02,214,214,45.05,5.63125,23.705,25125.0,557.713651,1059.902974
2020-07-03,209,209,47.3,5.9125,49.107222,15560.0,328.964059,316.857671
2020-07-03,215,215,33.38,4.1725,20.430277,7320.0,219.292989,358.291764
2020-07-06,209,209,39.8,4.975,65.596666,19144.0,481.005025,291.8441
2020-07-07,211,211,52.0,6.5,25.339444,5218.0,100.346153,205.924013
2020-07-09,209,209,49.41,6.17625,39.561944,12963.0,262.355798,327.663372
2020-07-10,209,209,39.48,4.935,34.233333,10159.0,257.320162,296.757549
2020-07-13,213,213,19.98,2.4975,0.441944,135.0,5.305305,239.849393
2020-07-14,209,209,60.05,7.50625,65.197777,24442.0,407.027477,374.890082
2020-07-14,215,215,29.47,3.68375,20.578333,7593.0,257.651849,368.980325
2020-07-15,211,211,97.5,12.1875,31.693611,19327.0,198.225641,609.807446
2020-07-15,214,214,20.27,2.53375,8.424444,10478.0,516.921558,1243.761606
2020-07-17,209,209,51.85,6.48125,37.332777,12517.0,241.407907,335.281782
2020-07-21,215,215,27.98,3.4975,23.271944,6882.0,245.961401,295.72089
2020-07-22,213,213,39.85,4.98125,2.978055,80.0,1.254705,16.789482
2020-07-23,211,211,59.86,7.4825,10.553611,7226.0,120.715001,684.694556
2020-07-23,214,214,31.68,3.96,17.98,18013.0,568.592171,1001.835372
2020-07-24,213,213,21.65,2.70625,0.139444,32.0,1.247113,193.626115
2020-07-28,209,209,58.44,7.305,67.700833,17557.0,300.427789,259.332111
2020-07-29,215,215,26.25,3.28125,22.031666,7204.0,274.438095,326.983896
2020-07-30,209,209,40.13,5.01625,26.125833,8057.0,200.772489,308.39208
2020-05-26,209,209,48.69,6.08625,56.908888,16016.0,328.93818,281.432313
2020-05-27,215,215,39.07,4.88375,28.681944,13552.0,346.864601,472.49238
2020-05-28,211,211,94.6,11.825,26.825,13700.0,144.820295,510.717614
2020-05-28,214,214,37.4,4.675,23.653888,47931.0,1281.57754,2026.347634
2020-05-31,215,215,0.0,0.0,3.928888,2738.0,0.0,696.889297
2020-06-01,213,213,29.29,3.66125,2.964166,643.0,14.783202,146.078189
2020-06-02,211,211,46.91,5.86375,8.323055,18670.0,397.996162,2243.166721
2020-06-02,214,214,42.45,5.30625,25.624444,52958.0,1247.53828,2066.6985
2020-06-03,211,211,76.26,9.5325,17.835555,10409.0,136.493574,583.609537
2020-06-04,209,209,37.14,4.6425,35.833055,10649.0,286.725901,297.183703
2020-06-04,215,215,34.2,4.275,24.296944,14106.0,412.45614,580.56684
2020-06-05,209,209,44.22,5.5275,36.249444,13859.0,313.410221,382.323105
2020-06-08,215,215,57.41,7.17625,37.43,18758.0,326.737502,501.148811
2020-06-09,209,209,67.08,8.385,56.602222,20305.0,302.69827,358.731499
2020-06-09,215,215,37.11,4.63875,29.202777,11851.0,319.347884,405.81757
2020-06-10,213,213,36.72,4.59,1.982222,322.0,4.684096,86.77131
2020-06-11,211,211,89.59,11.19875,18.238333,5337.0,59.57138,292.625427
2020-06-11,214,214,31.93,3.99125,17.793611,16395.0,513.466958,921.398135
2020-06-12,209,209,62.21,7.77625,44.249166,16273.0,261.581739,367.758343
2020-06-12,215,215,31.32,3.915,22.358611,9274.0,296.104725,414.784263
2020-06-15,214,214,36.12,4.515,26.023888,25553.0,707.447397,981.905547
2020-06-16,215,215,42.59,5.32375,37.575277,11297.0,265.250058,300.649812
2020-06-17,215,215,53.38,6.6725,38.199444,14500.0,271.637317,379.586676
2020-06-18,213,213,44.26,5.5325,5.655277,1097.0,8.811568,68.962139
2020-06-22,213,213,41.35,5.16875,0.787222,260.0,4.280532,224.841277
2020-06-24,211,211,116.86,14.6075,65.265277,6079.0,52.01951,93.142943
2020-06-24,214,214,67.06,8.3825,34.471666,56017.0,835.326573,1625.015744
2020-06-25,215,215,36.17,4.52125,26.205833,8248.0,228.034282,314.739088
2020-06-26,209,209,43.78,5.4725,47.345277,16079.0,367.268158,339.611488
2020-06-29,211,211,129.76,16.22,44.982777,15768.0,121.516646,350.534161
2020-06-29,214,214,55.78,6.9725,36.807777,24386.0,437.181785,662.523031
2020-06-30,213,213,43.38,5.4225,0.507222,160.0,2.189949,187.294715
2020-07-02,215,215,57.64,7.205,42.133055,14392.0,249.687716,341.584534
2020-07-03,213,213,30.81,3.85125,0.544166,110.0,3.083414,174.579081
2020-07-06,213,213,46.95,5.86875,5.126666,656.0,7.518637,68.855666
2020-07-07,209,209,90.47,11.30875,84.108611,25178.0,278.302199,299.351037
2020-07-07,215,215,29.68,3.71,24.891666,8583.0,289.184636,344.814204
2020-07-08,211,211,92.83,11.60375,23.371666,11982.0,129.074652,512.672053
2020-07-08,214,214,66.72,8.34,37.691944,55507.0,831.939448,1472.648903
2020-07-09,213,213,33.29,4.16125,1.173888,160.0,2.373085,67.297732
2020-07-10,213,213,15.44,1.93,1.74,79.0,3.821244,33.908046
2020-07-13,211,211,60.7,7.5875,16.829444,9980.0,164.415156,593.008301
2020-07-13,214,214,22.5,2.8125,12.484166,8806.0,391.377777,705.37351
2020-07-14,213,213,16.11,2.01375,1.701666,52.0,3.351955,31.733607
2020-07-15,209,209,77.36,9.67,52.1475,23918.0,309.177869,458.66053
2020-07-15,215,215,31.03,3.87875,19.825277,6141.0,197.905252,309.756075
2020-07-16,211,211,82.7,10.3375,22.578611,12015.0,145.284159,532.140794
2020-07-16,214,214,24.22,3.0275,11.954444,15377.0,634.888521,1286.299889
2020-07-17,213,213,22.7,2.8375,0.121944,42.0,1.145374,213.212622
2020-07-20,211,211,54.66,6.8325,9.626944,3123.0,57.135016,324.402011
2020-07-20,214,214,26.63,3.32875,17.525277,23306.0,875.17837,1329.850592
2020-07-21,209,209,69.11,8.63875,63.819166,19597.0,283.562436,307.070763
2020-07-22,211,211,71.4,8.925,25.753333,7633.0,106.904761,296.38882
2020-07-22,214,214,39.9,4.9875,26.687222,26979.0,676.165413,1010.933247
2020-07-23,215,215,33.28,4.16,29.982777,10568.0,317.548076,352.469019
2020-07-24,211,211,51.97,6.49625,15.364166,3295.0,63.401962,214.460062
2020-07-24,214,214,23.97,2.99625,13.366388,11972.0,499.457655,895.67952
2020-07-27,211,211,64.92,8.115,23.026388,5662.0,87.215033,245.8918
2020-07-27,214,214,47.09,5.88625,30.365277,99335.0,2109.471225,3271.335216
2020-07-28,213,213,15.18,1.8975,0.965555,122.0,5.335968,83.889576
2020-07-29,209,209,51.57,6.44625,47.559722,13270.0,257.320147,279.01761
2020-07-30,213,213,22.45,2.80625,0.664444,178.0,3.741648,126.421489
2020-07-31,211,211,70.64,8.83,15.657777,8359.0,118.332389,533.856115
2020-07-31,214,214,30.64,3.83,18.774166,43866.0,1431.657963,2336.508583
2020-08-03,213,213,22.45,2.80625,1.106111,281.0,5.701559,115.720755
2020-08-04,214,214,55.26,6.9075,29.337222,50758.0,918.530582,1730.156999
2020-08-05,215,215,48.01,6.00125,36.7125,13338.0,277.817121,363.309499
2020-08-06,209,209,41.59,5.19875,38.240555,13696.0,329.30993,358.153797
2020-08-07,213,213,34.11,4.26375,3.294166,290.0,3.254178,33.695934
2020-08-10,209,209,78.37,9.79625,45.225833,23374.0,298.251882,516.828512
2020-08-11,209,209,87.63,10.95375,56.982222,28291.0,322.846057,496.488185
2020-08-11,215,215,44.96,5.62,29.151388,10334.0,229.848754,354.494269
2020-08-04,209,209,54.24,6.78,52.765833,17546.0,323.4882,332.525784
2020-08-04,215,215,24.71,3.08875,17.503333,4368.0,176.770538,249.55247
2020-08-05,213,213,29.83,3.72875,2.813055,206.0,5.564868,59.010577
2020-08-06,211,211,64.93,8.11625,20.389166,6687.0,102.987833,327.968294
2020-08-06,214,214,54.52,6.815,33.292222,54830.0,1005.685986,1646.931226
2020-08-07,215,215,15.4,1.925,9.779166,2758.0,179.090909,282.02814
2020-08-10,211,211,96.68,12.085,23.794166,8103.0,83.812577,340.545661
2020-08-10,214,214,62.96,7.87,33.4725,37540.0,596.251588,1121.517663
2020-08-12,211,211,78.1,9.7625,18.809444,6239.0,79.884763,331.695078
2020-08-13,209,209,61.09,7.63625,26.161944,10583.0,173.236208,404.518869
2020-08-14,213,213,40.65,5.08125,12.736666,1723.0,7.97048,25.438368
2020-08-17,213,213,35.97,4.49625,2.436111,2124.0,5.810398,85.792478
2020-08-18,211,211,80.45,10.05625,33.058055,10660.0,132.504661,322.463012
2020-08-18,214,214,71.85,8.98125,43.992222,46662.0,649.436325,1060.6875
2020-08-19,209,209,60.92,7.615,47.847777,15838.0,259.980302,331.008063
2020-08-20,209,209,54.25,6.78125,42.668055,15953.0,294.064516,373.886271
2020-08-20,215,215,46.02,5.7525,39.255277,14257.0,309.800086,363.186839
2020-08-21,211,211,91.88,11.485,27.250555,8528.0,92.816717,312.947754
2020-08-24,211,211,133.1,16.6375,48.326944,18127.0,136.190833,375.090963
2020-08-24,214,214,52.04,6.505,28.675555,27173.0,522.156033,947.601537
2020-08-25,209,209,93.82,11.7275,69.996944,23835.0,254.050309,340.514865
2020-08-25,215,215,45.84,5.73,39.5125,14337.0,312.76178,362.8472
2020-08-26,213,213,71.52,8.94,6.340555,975.0,5.285235,59.616232
2020-08-27,211,211,81.47,10.18375,30.293611,5810.0,71.314594,191.789615
2020-08-27,214,214,62.89,7.86125,44.443888,39213.0,623.517252,882.303546
2020-08-28,215,215,45.74,5.7175,42.411388,16380.0,358.111062,386.217022
2020-08-31,213,213,52.47,6.55875,8.783055,1184.0,11.720983,70.021194
2020-09-01,211,211,81.94,10.2425,54.773333,9885.0,120.637051,180.471033
2020-09-01,214,214,55.4,6.925,39.363333,23537.0,424.855595,597.942252
2020-09-02,213,213,59.58,7.4475,4.856388,862.0,5.824102,71.452281
2020-09-03,209,209,61.16,7.645,39.231388,11042.0,180.542838,281.458305
2020-09-03,213,213,73.07,9.13375,8.671388,1220.0,6.131107,51.664163
2020-09-04,215,215,52.72,6.59,34.075,14681.0,278.471168,430.843727
2020-09-07,213,213,51.12,6.39,5.299444,937.0,7.785603,75.102218
2020-09-08,209,209,102.54,12.8175,76.111111,30235.0,294.860542,397.248175
2020-09-09,209,209,57.87,7.23375,46.853888,17105.0,295.576291,365.07109
2020-09-09,213,213,52.26,6.5325,5.782222,946.0,6.812093,61.568027
2020-09-10,214,214,47.95,5.99375,28.131666,33193.0,692.241918,1179.915899
2020-09-11,209,209,48.95,6.11875,30.112222,13793.0,281.777323,458.053211
2020-09-11,215,215,35.85,4.48125,27.885277,9419.0,262.733612,337.776813
2020-09-14,213,213,51.26,6.4075,8.388611,756.0,6.964495,42.557701
2020-09-15,209,209,136.19,17.02375,87.051111,39754.0,291.90102,456.67424
2020-09-16,215,215,55.91,6.98875,42.182777,17190.0,307.458415,407.512288
2020-09-17,211,211,76.03,9.50375,15.148888,3837.0,50.46692,253.285917
2020-09-21,213,213,35.8,4.475,10.371111,1827.0,21.145251,72.991216
2020-09-22,209,209,125.76,15.72,70.3475,29815.0,237.078562,423.824585
2020-09-22,215,215,50.66,6.3325,37.319166,15424.0,304.461113,413.299696
2020-09-23,215,215,38.58,4.8225,23.898333,11475.0,297.433903,480.159013
2020-09-24,211,211,95.52,11.94,24.699444,4148.0,43.42546,167.939002
2020-09-24,214,214,29.12,3.64,12.937222,11172.0,383.653846,863.554787
2020-09-28,211,211,70.04,8.755,19.203333,3992.0,56.996002,207.880579
2020-09-29,215,215,44.02,5.5025,36.783055,12949.0,294.161744,352.037099
2020-09-30,213,213,46.64,5.83,2.343611,838.0,5.124357,101.979381
2020-10-01,213,213,39.75,4.96875,4.076111,1508.0,11.798742,115.060655
2020-10-02,209,209,55.17,6.89625,31.979722,13103.0,237.502265,409.728389
2020-10-02,215,215,26.6,3.325,16.868611,7275.0,273.49624,431.274394
2020-10-05,215,215,75.87,9.48375,61.469444,28665.0,377.817319,466.329254
2020-10-06,211,211,90.14,11.2675,30.291944,7567.0,83.947193,249.802389
2020-10-06,214,214,46.29,5.78625,33.075277,39983.0,863.75027,1208.84853
2020-10-07,213,213,21.3,2.6625,2.656666,908.0,14.741784,118.193254
2020-10-08,209,209,72.85,9.10625,34.219166,14930.0,204.94166,436.305198
2020-10-08,215,215,38.95,4.86875,29.661944,10665.0,273.81258,359.551619
2020-10-09,211,211,85.07,10.63375,19.790277,5697.0,66.968378,287.868633
2020-10-09,214,214,35.11,4.38875,22.180555,58666.0,1670.919965,2644.929308
2020-10-11,215,215,4.6,0.575,5.321388,2466.0,536.086956,463.412929
2020-10-12,211,211,70.47,8.80875,20.286666,3643.0,51.695757,179.576082
2020-10-12,214,214,38.38,4.7975,32.642777,40629.0,1058.598228,1244.655134
2020-10-13,213,213,28.81,3.60125,2.313611,654.0,10.031239,124.912961
2020-10-14,209,209,63.66,7.9575,48.405277,19324.0,303.550109,399.212672
2020-10-14,215,215,44.4,5.55,40.8225,16309.0,367.319819,399.510074
2020-10-15,214,214,30.36,3.795,19.587222,45550.0,1500.32938,2325.495672
2020-10-16,213,213,28.25,3.53125,5.278055,762.0,9.380531,50.207889
2020-10-18,211,211,3.5,0.4375,0.090833,174.0,49.714285,1915.60336
2020-10-19,213,213,35.14,4.3925,4.133055,1458.0,15.224815,129.4442
2020-10-20,215,215,59.9,7.4875,54.446388,20794.0,347.145242,381.916978
2020-10-21,213,213,29.55,3.69375,1.901388,738.0,11.472081,178.290807
2020-10-22,209,209,51.68,6.46,31.027777,14891.0,288.138544,479.92481
2020-10-22,215,215,57.84,7.23,47.546944,20491.0,354.270401,430.963554
2020-10-23,211,211,89.09,11.13625,19.033611,5132.0,57.604669,269.62829
2020-10-23,214,214,46.18,5.7725,21.603888,52916.0,1145.86401,2449.373927
2020-10-26,214,214,38.78,4.8475,23.568611,44745.0,1153.8164,1898.499661
2020-10-27,213,213,22.86,2.8575,3.142222,700.0,15.660542,113.932116
2020-10-28,209,209,175.94,21.9925,68.348888,35249.0,200.346709,515.721631
2020-10-28,215,215,36.6,4.575,33.570555,14495.0,396.038251,431.777192
2020-10-29,211,211,136.6,17.075,61.113055,15613.0,114.297218,255.477328
2020-10-29,214,214,39.32,4.915,19.490555,28476.0,724.211597,1461.015348
2020-10-30,211,211,132.39,16.54875,53.511666,19912.0,150.404109,372.105775
2020-10-30,214,214,35.7,4.4625,19.8225,26906.0,753.669467,1357.346449
2020-11-02,215,215,56.38,7.0475,52.253055,20501.0,363.621851,392.340696
2020-11-03,211,211,148.85,18.60625,71.780555,18966.0,127.416862,264.221974
2020-11-05,213,213,34.3,4.2875,3.352777,1177.0,12.419825,127.058853
2020-11-06,209,209,59.6,7.45,28.696111,11665.0,195.721476,406.501076
2020-11-09,211,211,79.24,9.905,21.515555,4040.0,50.984351,187.771126
2020-11-09,214,214,37.82,4.7275,24.800833,35249.0,932.020095,1421.282906
2020-11-10,213,213,28.18,3.5225,9.391944,2148.0,28.956707,86.882971
2020-11-11,211,211,84.41,10.55125,34.177777,6843.0,81.068593,200.217819
